[CLIENT] TX: 050102CF08
[CLIENT] RX OK: 0C010200001C6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10A0706000000FF800000
[CLIENT] RX OK: 0C010200001D62120400110C1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200001E63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200001F601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10A0706122332FF800000120400110D1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002063150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000216A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10A0901132415FF800000
[CLIENT] RX OK: 0C010200002262120400110E1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002363150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000024601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10A0A02132438FF800000120400110F1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002563150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000266A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10A0B03112D31FF800000
[CLIENT] RX OK: 0C01020000276212040011101200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002863150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000029601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0C07112E09FF80000012040011111200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002A63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002B6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C0D03113128FF800000
[CLIENT] RX OK: 0C010200002C6212040011121200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002D63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200002E601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1010E06113133FF80000012040011131200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200002F63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000306A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1020F0311313AFF800000
[CLIENT] RX OK: 0C01020000316212040011141200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003263150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000033601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1031004113215FF80000012040011151200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003463150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000356A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1041101113336FF800000
[CLIENT] RX OK: 0C01020000366212040011161200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003763150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000038601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1051204120B1FFF80000012040011171200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003963150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003A6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1061301120C1FFF800000
[CLIENT] RX OK: 0C010200003B6212040011181200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003C63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200003D601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1071404120F02FF80000012040011191200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003E63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200003F6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1081501120F09FF800000
[CLIENT] RX OK: 0C010200004062120400111A1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004163150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000042601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1091605120F14FF800000120400111B1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004363150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000446A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10A1701120F21FF800000
[CLIENT] RX OK: 0C010200004562120400111C1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004663150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000047601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B180512100AFF800000120400111D1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004863150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000496A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10C1901121207FF800000
[CLIENT] RX OK: 0C010200004A62120400111E1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004B63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200004C601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1011A04121228FF800000120400111F1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004D63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200004E6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1021B0112153AFF800000
[CLIENT] RX OK: 0C010200004F6212040011201200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005063150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000051601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1031C02121639FF80000012040011211200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005263150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000536A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1041D06121710FF800000
[CLIENT] RX OK: 0C01020000546212040011221200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005563150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000056601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1051E0212171CFF80000012040011231200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005763150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000586A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1060104121E2AFF800000
[CLIENT] RX OK: 0C01020000596212040011241200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005A63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200005B601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10602050B1304FF80000012040011251200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005C63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005D6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10703010B130CFF800000
[CLIENT] RX OK: 0C010200005E6212040011261200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200005F63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000060601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10804050D360AFF80000012040011271200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006163150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000626A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1090502120C2BFF800000
[CLIENT] RX OK: 0C01020000636212040011281200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006463150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000065601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1090603113929FF80000012040011291200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006663150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000676A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1090B01112121FF800000
[CLIENT] RX OK: 0C010200006862120400112A1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006963150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200006A601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050A030A1E23FF800000120400112B1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006B63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006C6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050B04023B31FF800000
[CLIENT] RX OK: 0C010200006D62120400112C1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200006E63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200006F601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050A030C0B0DFF800000120400112D1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007063150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000716A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050E07051B35FF800000
[CLIENT] RX OK: 0C010200007262120400112E1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007363150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000074601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050A030B391AFF800000120400112F1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007563150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000766A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050D060C2506FF800000
[CLIENT] RX OK: 0C01020000776212040011301200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007863150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000079601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050A030F0F37FF80000012040011311200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007A63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007B6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050C050A2302FF800000
[CLIENT] RX OK: 0C010200007C6212040011321200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007D63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200007E601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050E070E122FFF80000012040011331200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200007F63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000806A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050A030C2506FF800000
[CLIENT] RX OK: 0C01020000816212040011341200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008263150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000083601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050B040B0D13FF80000012040011351200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008463150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000856A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050C0507320EFF800000
[CLIENT] RX OK: 0C01020000866212040011361200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008763150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000088601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050E07000000FF80000012040011371200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008963150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008A6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1050E070C0E0EFF800000
[CLIENT] RX OK: 0C010200008B6212040011381200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008C63150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C010200008D601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E1051002061B16FF80000012040011391200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008E63150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200008F6A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0507120E3BFF800000
[CLIENT] RX OK: 0C010200009062120400113A1200001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009163150000000000000AFA150000000000000AFA15000000000000000015000000000000000015000000000000000015000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D2
[CLIENT] RX OK: 0C0102000092601500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0A05000000FF800000120400113B1200001500000000000024D21500000000000024D2150000000000000000150000000000000000
[CLIENT] RX OK: 0C010200009363150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000000150000000000000AFA150000000000000AFA150000000000000000150000000000000000150000000000000000
[CLIENT] RX OK: 0C01020000946A15000000000000077E15000000000000077E1500000000000000001500000000000000001500000000000000001500000000000024D21500000000000024D2150000000000000000150000000000000000150000000000000000021D090C07E10B0B06000000FF800000
